# redaction-sites.tsv — phase-5 redaction-sink manifest (plan-19p5.md §5.2).
#
# Tab-separated. Lines starting with '#' and blank lines are ignored. The
# first non-comment line must be exactly the header below, naming every
# column in order. Every data row has exactly 12 fields.
#
# Columns:
#   scope                 one of: cmd/ch-oauth-ldap, cmd/ch-jwt-verify,
#                         internal/ldap, internal/verification,
#                         internal/identity, internal/roles (AST-enumerated
#                         first-party packages, plan §5.1),
#                         third_party/ldapserver (separately AST-enumerated
#                         vendored Logger.Print* sites, plan §5.1), or
#                         external-pinned (declarative rows describing a
#                         sink inside github.com/altinity/go-mcp-oauth-sdk —
#                         not AST-discoverable from this repo's source, so
#                         redaction_inventory_test.go exempts external-pinned
#                         rows from the "stale row" and "proof test exists"
#                         checks; sdk_contract_test.go/release_gate_test.go
#                         are what actually keep these honest).
#   path                  file path relative to the module root (or
#                         "<module>@<version>" for an external-pinned row).
#   function              enclosing Go function/method; "<package-init>"
#                         for a package-level var/const initializer; a
#                         nested closure appends ".closure" per nesting
#                         level (e.g. "Verifier.Handler.closure").
#   sink_kind             one of: zerolog-terminal, stdlib-log-print,
#                         fmt-errorf, fmt-fprint-response, errors-new,
#                         errors-join, ldap-diagnostic, http-error,
#                         vendored-logger-print.
#   fingerprint           the normalized-AST fingerprint doc.go's
#                         normalizeExpr/normalizeArgs computes — literal
#                         source text (never a line number), so it survives
#                         reformatting/reordering but changes if the actual
#                         message/argument shape changes. An empty field is
#                         valid (a call with no fingerprintable literal
#                         argument, e.g. third_party/ldapserver's two bare
#                         `Logger.Printf("")` separator calls, which
#                         collapse to one row here — one manifest row
#                         legitimately covers more than one identical
#                         discovered call site).
#   credential_reachable  "yes" or "no": could attacker/credential/JWT
#                         content realistically reach this sink's output?
#   data_class            short free-text label for what data class (if
#                         any) can reach the sink.
#   ownership             "local" (this repo owns and can patch the source,
#                         including the vendored third_party/ldapserver
#                         fork) or "external-pinned" (go-mcp-oauth-sdk;
#                         changes require a separately authorized SDK
#                         release, per SDK_REDACTION_AUTHORIZATION_GATE).
#   proof_type            "non-credential" (fixed literal/no attacker data
#                         ever reaches it — no dynamic test required),
#                         "structural" (safety follows from a call-graph
#                         fact, e.g. "return value is always discarded" or
#                         "field is operator config, not request data" —
#                         backed by an existing behavioral test cited in
#                         proof_test), "marker" (a dynamic test embeds a
#                         distinguishing marker and asserts its absence —
#                         REQUIRED whenever credential_reachable=yes and
#                         ownership=local), or "characterization" (the
#                         explicit pre-bump mode of plan §4.3 — evidence a
#                         known external blocker is real, not a release
#                         assertion).
#   proof_test            comma-separated Go test function name(s) proving
#                         the row, or "n/a" when credential_reachable=no
#                         and no dynamic test is required. Every named test
#                         must exist somewhere in the repo's *_test.go
#                         corpus (checked by AST) UNLESS scope is
#                         external-pinned, since T6/T7's marker tests for
#                         the SDK-adjacent rows below live on sibling
#                         phase-5 sub-task branches this AST inventory
#                         cannot see until they are merged — the
#                         intentional design is that merging those branches
#                         without their tests would then be caught here as
#                         a genuinely missing proof test.
#   state                 "safe" (proven and currently non-disclosing),
#                         "unreachable" (constructed but provably never
#                         surfaces from this repo's current call graph), or
#                         "blocked_external" (permitted ONLY for the exact
#                         audited external-pinned SDK site while
#                         SDK_REDACTION_AUTHORIZATION_GATE stays open).
#   gate                  "-" for every row except a blocked_external row,
#                         which must name its authorization gate exactly
#                         (currently only SDK_REDACTION_AUTHORIZATION_GATE).
#
# Local sinks proven by an existing dynamic test are deliberately pointed
# at tests that already exist on this branch today (TestProtocol_*,
# TestAdversarial_*, TestVerify*, TestBind*, TestNew*, TestRoles*,
# TestControls_*, TestRedactionBoundary_*) rather than at sibling phase-5
# sub-tasks' not-yet-merged marker matrices. T1 (internal/ldap/controls.go's
# critical-control guard) and T2 (search.go's size/time-limit telemetry,
# consolidated into finishSearch) have both landed and are reconciled below
# — see controls.go's criticalControlGuard.ServeLDAP/logCriticalControlRejected
# rows and search.go's connectionHandler.finishSearch row, each proven by
# TestControls_CriticalControlMarkerNeverReachesLogOrDiagnostic and/or
# TestRedactionBoundary_SearchTelemetryOmitsRoleValues. T3's boundary-matrix
# extensions, T6's verifier redaction/rotation matrix and T7's
# cmd/ch-jwt-verify debug-log matrix remain sibling phase-5 sub-tasks running
# in their own disjoint worktrees, not yet visible here. Once they land,
# regenerate by AST-discovering the merged tree and extend this manifest for
# whatever their production changes newly introduce. The "unmapped sink"
# check is exactly the mechanism designed to force that reconciliation
# rather than silently drifting.
scope	path	function	sink_kind	fingerprint	credential_reachable	data_class	ownership	proof_type	proof_test	state	gate
cmd/ch-oauth-ldap	cmd/ch-oauth-ldap/config.go	LoadConfig	fmt-errorf	lit:read config: %w	no	config-error-text	local	non-credential	n/a	safe	-
cmd/ch-oauth-ldap	cmd/ch-oauth-ldap/config.go	LoadConfig	fmt-errorf	lit:parse config: %w	no	config-error-text	local	non-credential	n/a	safe	-
cmd/ch-oauth-ldap	cmd/ch-oauth-ldap/config.go	validateConfig	fmt-errorf	lit:oauth: either issuer or jwks_url must be set	no	config-value	local	non-credential	n/a	safe	-
cmd/ch-oauth-ldap	cmd/ch-oauth-ldap/config.go	validateConfig	fmt-errorf	lit:ldap: listen must be set	no	config-value	local	non-credential	n/a	safe	-
cmd/ch-oauth-ldap	cmd/ch-oauth-ldap/config.go	validateConfig	fmt-errorf	lit:ldap: user_base_dn must be set	no	config-value	local	non-credential	n/a	safe	-
cmd/ch-oauth-ldap	cmd/ch-oauth-ldap/config.go	validateConfig	fmt-errorf	lit:ldap: group_base_dn must be set	no	config-value	local	non-credential	n/a	safe	-
cmd/ch-oauth-ldap	cmd/ch-oauth-ldap/config.go	validateConfig	fmt-errorf	lit:ldap: user_rdn_attribute must be set	no	config-value	local	non-credential	n/a	safe	-
cmd/ch-oauth-ldap	cmd/ch-oauth-ldap/config.go	validateConfig	fmt-errorf	lit:ldap: invalid user_base_dn: %w	no	config-value	local	non-credential	n/a	safe	-
cmd/ch-oauth-ldap	cmd/ch-oauth-ldap/config.go	validateConfig	fmt-errorf	lit:ldap: invalid group_base_dn: %w	no	config-value	local	non-credential	n/a	safe	-
cmd/ch-oauth-ldap	cmd/ch-oauth-ldap/main.go	main	zerolog-terminal	lit:ch-oauth-ldap exited with error	no	infra-error-text	local	structural	n/a	safe	-
cmd/ch-oauth-ldap	cmd/ch-oauth-ldap/main.go	run	zerolog-terminal	lit:ch-oauth-ldap listening	no	config-value	local	non-credential	n/a	safe	-
cmd/ch-oauth-ldap	cmd/ch-oauth-ldap/main.go	run	zerolog-terminal	lit:ch-oauth-ldap shutting down	no	none	local	non-credential	n/a	safe	-
cmd/ch-oauth-ldap	cmd/ch-oauth-ldap/main.go	run	zerolog-terminal	lit:closing LDAP listener during shutdown	no	infra-error-text	local	structural	n/a	safe	-
cmd/ch-jwt-verify	cmd/ch-jwt-verify/config.go	LoadConfig	fmt-errorf	lit:read config: %w	no	config-error-text	local	non-credential	n/a	safe	-
cmd/ch-jwt-verify	cmd/ch-jwt-verify/config.go	LoadConfig	fmt-errorf	lit:parse config: %w	no	config-error-text	local	non-credential	n/a	safe	-
cmd/ch-jwt-verify	cmd/ch-jwt-verify/config.go	validateConfig	fmt-errorf	lit:listen: either unix or tcp must be set	no	config-value	local	non-credential	n/a	safe	-
cmd/ch-jwt-verify	cmd/ch-jwt-verify/config.go	validateConfig	fmt-errorf	lit:listen: unix and tcp are mutually exclusive	no	config-value	local	non-credential	n/a	safe	-
cmd/ch-jwt-verify	cmd/ch-jwt-verify/config.go	validateConfig	fmt-errorf	lit:oauth: either issuer or jwks_url must be set	no	config-value	local	non-credential	n/a	safe	-
cmd/ch-jwt-verify	cmd/ch-jwt-verify/config.go	validateConfig	fmt-errorf	lit:oauth: expected_audiences must contain at least one non-empty value	no	config-value	local	non-credential	n/a	safe	-
cmd/ch-jwt-verify	cmd/ch-jwt-verify/config.go	validateConfig	fmt-errorf	lit:oauth: expected_audiences and audience (including CH_JWT_VERIFY_OAUTH_AUDIENCE) are mutually exclusive; conf...#c4fa8fb2	no	config-value	local	non-credential	n/a	safe	-
cmd/ch-jwt-verify	cmd/ch-jwt-verify/config.go	validateConfig	fmt-errorf	lit:oauth: audience is required (set oauth.audience or oauth.expected_audiences, RFC 8707 byte-exact match)	no	config-value	local	non-credential	n/a	safe	-
cmd/ch-jwt-verify	cmd/ch-jwt-verify/config.go	validateConfig	fmt-errorf	lit:oauth: verifier_leeway must not be negative	no	config-value	local	non-credential	n/a	safe	-
cmd/ch-jwt-verify	cmd/ch-jwt-verify/main.go	main	zerolog-terminal	lit:ch-jwt-verify exited with error	no	infra-error-text	local	structural	n/a	safe	-
cmd/ch-jwt-verify	cmd/ch-jwt-verify/main.go	run.closure	fmt-fprint-response	lit:jwks fetch failing: %v,constref:lastErr	no	jwks-health-error-text	local	structural	n/a	safe	-
cmd/ch-jwt-verify	cmd/ch-jwt-verify/main.go	run	zerolog-terminal	lit:ch-jwt-verify listening	no	config-value	local	non-credential	n/a	safe	-
